model_seed,arm,timing_kind,primary_cost,median_seconds,all_seconds,milliseconds_per_group_token,all_complete,cpu_threads,config,source_file_name,source_file_sha256,contention_scope,call_scope
0,FULL_RESIDUAL_4_4,embedded,False,0.3419778719999158,"[0.3419778719999158, 0.32610281799861696, 0.3625930050002353]",0.1669813828124589,True,2,"{""length"": 128, ""repeats"": 3, ""seed"": 2002, ""sequences"": 16}",timing.json,70e17f1fb696f0d9cdd2e38df0e86f8a9358ae53590b6bc2a402321f0d3e7cb9,potential CPU contention; not isolated primary cost,"full causal sequence call: allocation, initial packing, BOS, token-table gather, decode, transition, projection, encode, after-write read, original FP32 norm/MLP; excludes optional MSE/norm diagnostics, gold, summaries, file I/O, model load and shared-table construction"
0,FULL_RESIDUAL_4_4,isolated,True,0.32316965800055186,"[0.3215583700002753, 0.3292698080003902, 0.32316965800055186]",0.15779768457058196,True,2,"{""length"": 128, ""repeats"": 3, ""seed"": 2002, ""sequences"": 16}",seed0.json,5744b9137eabc5cd469c0aa38dc34dfdfee5d9fffc40fff1e1e52fd6b938b522,reported isolated serial benchmark,"full causal sequence call: allocation, initial packing, BOS, token-table gather, decode, transition, projection, encode, after-write read, original FP32 norm/MLP; excludes optional MSE/norm diagnostics, gold, summaries, file I/O, model load and shared-table construction"
0,FULL_RESIDUAL_4_8,embedded,False,0.3385692909996578,"[0.3385692909996578, 0.32337842299966724, 0.34388353299982555]",0.16531703662092667,True,2,"{""length"": 128, ""repeats"": 3, ""seed"": 2002, ""sequences"": 16}",timing.json,70e17f1fb696f0d9cdd2e38df0e86f8a9358ae53590b6bc2a402321f0d3e7cb9,potential CPU contention; not isolated primary cost,"full causal sequence call: allocation, initial packing, BOS, token-table gather, decode, transition, projection, encode, after-write read, original FP32 norm/MLP; excludes optional MSE/norm diagnostics, gold, summaries, file I/O, model load and shared-table construction"
0,FULL_RESIDUAL_4_8,isolated,True,0.3266128529994603,"[0.3184907300001214, 0.33351606399992306, 0.3266128529994603]",0.15947893212864273,True,2,"{""length"": 128, ""repeats"": 3, ""seed"": 2002, ""sequences"": 16}",seed0.json,5744b9137eabc5cd469c0aa38dc34dfdfee5d9fffc40fff1e1e52fd6b938b522,reported isolated serial benchmark,"full causal sequence call: allocation, initial packing, BOS, token-table gather, decode, transition, projection, encode, after-write read, original FP32 norm/MLP; excludes optional MSE/norm diagnostics, gold, summaries, file I/O, model load and shared-table construction"
0,FULL_RESIDUAL_4_FP32,embedded,False,0.22712122699886095,"[0.21853715799989004, 0.2619573850006418, 0.22712122699886095]",0.11089903662053757,True,2,"{""length"": 128, ""repeats"": 3, ""seed"": 2002, ""sequences"": 16}",timing.json,70e17f1fb696f0d9cdd2e38df0e86f8a9358ae53590b6bc2a402321f0d3e7cb9,potential CPU contention; not isolated primary cost,"full causal sequence call: allocation, initial packing, BOS, token-table gather, decode, transition, projection, encode, after-write read, original FP32 norm/MLP; excludes optional MSE/norm diagnostics, gold, summaries, file I/O, model load and shared-table construction"
0,FULL_RESIDUAL_4_FP32,isolated,True,0.2152190149990929,"[0.21596770799988008, 0.2152190149990929, 0.21294925199981662]",0.10508740966752583,True,2,"{""length"": 128, ""repeats"": 3, ""seed"": 2002, ""sequences"": 16}",seed0.json,5744b9137eabc5cd469c0aa38dc34dfdfee5d9fffc40fff1e1e52fd6b938b522,reported isolated serial benchmark,"full causal sequence call: allocation, initial packing, BOS, token-table gather, decode, transition, projection, encode, after-write read, original FP32 norm/MLP; excludes optional MSE/norm diagnostics, gold, summaries, file I/O, model load and shared-table construction"
0,LOWRANK_4_8_R1,embedded,False,0.2641453519991046,"[0.2682049239992921, 0.24220400999911362, 0.2641453519991046]",0.1289772226558128,True,2,"{""length"": 128, ""repeats"": 3, ""seed"": 2002, ""sequences"": 16}",timing.json,70e17f1fb696f0d9cdd2e38df0e86f8a9358ae53590b6bc2a402321f0d3e7cb9,potential CPU contention; not isolated primary cost,"full causal sequence call: allocation, initial packing, BOS, token-table gather, decode, transition, projection, encode, after-write read, original FP32 norm/MLP; excludes optional MSE/norm diagnostics, gold, summaries, file I/O, model load and shared-table construction"
0,LOWRANK_4_8_R1,isolated,True,0.24350988200058055,"[0.24350988200058055, 0.2385620969998854, 0.26255107299948577]",0.11890130957059597,True,2,"{""length"": 128, ""repeats"": 3, ""seed"": 2002, ""sequences"": 16}",seed0.json,5744b9137eabc5cd469c0aa38dc34dfdfee5d9fffc40fff1e1e52fd6b938b522,reported isolated serial benchmark,"full causal sequence call: allocation, initial packing, BOS, token-table gather, decode, transition, projection, encode, after-write read, original FP32 norm/MLP; excludes optional MSE/norm diagnostics, gold, summaries, file I/O, model load and shared-table construction"
0,LOWRANK_4_8_R2,embedded,False,0.3081659139988915,"[0.3081659139988915, 0.3242124030002742, 0.3076137079988257]",0.15047163769477123,True,2,"{""length"": 128, ""repeats"": 3, ""seed"": 2002, ""sequences"": 16}",timing.json,70e17f1fb696f0d9cdd2e38df0e86f8a9358ae53590b6bc2a402321f0d3e7cb9,potential CPU contention; not isolated primary cost,"full causal sequence call: allocation, initial packing, BOS, token-table gather, decode, transition, projection, encode, after-write read, original FP32 norm/MLP; excludes optional MSE/norm diagnostics, gold, summaries, file I/O, model load and shared-table construction"
0,LOWRANK_4_8_R2,isolated,True,0.2954239049995522,"[0.2944427780003025, 0.3011113470001874, 0.2954239049995522]",0.1442499536130626,True,2,"{""length"": 128, ""repeats"": 3, ""seed"": 2002, ""sequences"": 16}",seed0.json,5744b9137eabc5cd469c0aa38dc34dfdfee5d9fffc40fff1e1e52fd6b938b522,reported isolated serial benchmark,"full causal sequence call: allocation, initial packing, BOS, token-table gather, decode, transition, projection, encode, after-write read, original FP32 norm/MLP; excludes optional MSE/norm diagnostics, gold, summaries, file I/O, model load and shared-table construction"
0,LOWRANK_4_8_R4,embedded,False,0.34906299100111937,"[0.34906299100111937, 0.3673354710008425, 0.33906056500018167]",0.17044091357476532,True,2,"{""length"": 128, ""repeats"": 3, ""seed"": 2002, ""sequences"": 16}",timing.json,70e17f1fb696f0d9cdd2e38df0e86f8a9358ae53590b6bc2a402321f0d3e7cb9,potential CPU contention; not isolated primary cost,"full causal sequence call: allocation, initial packing, BOS, token-table gather, decode, transition, projection, encode, after-write read, original FP32 norm/MLP; excludes optional MSE/norm diagnostics, gold, summaries, file I/O, model load and shared-table construction"
0,LOWRANK_4_8_R4,isolated,True,0.32666925500052457,"[0.3274577039992437, 0.3226154240001051, 0.32666925500052457]",0.1595064721682249,True,2,"{""length"": 128, ""repeats"": 3, ""seed"": 2002, ""sequences"": 16}",seed0.json,5744b9137eabc5cd469c0aa38dc34dfdfee5d9fffc40fff1e1e52fd6b938b522,reported isolated serial benchmark,"full causal sequence call: allocation, initial packing, BOS, token-table gather, decode, transition, projection, encode, after-write read, original FP32 norm/MLP; excludes optional MSE/norm diagnostics, gold, summaries, file I/O, model load and shared-table construction"
0,MIXED_4_8,embedded,False,0.21348548000059964,"[0.22953572599908512, 0.21348548000059964, 0.20857801000056497]",0.10424095703154279,True,2,"{""length"": 128, ""repeats"": 3, ""seed"": 2002, ""sequences"": 16}",timing.json,70e17f1fb696f0d9cdd2e38df0e86f8a9358ae53590b6bc2a402321f0d3e7cb9,potential CPU contention; not isolated primary cost,"full causal sequence call: allocation, initial packing, BOS, token-table gather, decode, transition, projection, encode, after-write read, original FP32 norm/MLP; excludes optional MSE/norm diagnostics, gold, summaries, file I/O, model load and shared-table construction"
0,MIXED_4_8,isolated,True,0.2050648340009502,"[0.19278459599991038, 0.20828068899936625, 0.2050648340009502]",0.10012931347702647,True,2,"{""length"": 128, ""repeats"": 3, ""seed"": 2002, ""sequences"": 16}",seed0.json,5744b9137eabc5cd469c0aa38dc34dfdfee5d9fffc40fff1e1e52fd6b938b522,reported isolated serial benchmark,"full causal sequence call: allocation, initial packing, BOS, token-table gather, decode, transition, projection, encode, after-write read, original FP32 norm/MLP; excludes optional MSE/norm diagnostics, gold, summaries, file I/O, model load and shared-table construction"
0,MIXED_6_8,embedded,False,0.2553283039997041,"[0.2475915230006649, 0.28044281199981924, 0.2553283039997041]",0.1246720234373555,True,2,"{""length"": 128, ""repeats"": 3, ""seed"": 2002, ""sequences"": 16}",timing.json,70e17f1fb696f0d9cdd2e38df0e86f8a9358ae53590b6bc2a402321f0d3e7cb9,potential CPU contention; not isolated primary cost,"full causal sequence call: allocation, initial packing, BOS, token-table gather, decode, transition, projection, encode, after-write read, original FP32 norm/MLP; excludes optional MSE/norm diagnostics, gold, summaries, file I/O, model load and shared-table construction"
